Id,label,x,y,size,showlabel
"Russell","Russell",431.85013,1104.0272,6.7665477,false
"The International Monitoring System","The International Monitoring System",1354.3333,-1836.526,6.7664976,false
"-A","-A",-771.5371,-1442.0702,6.766403,false
"ASPN","ASPN",2998.5486,1895.1962,6.766284,false
"E0","E0",845.59875,-1184.299,6.7662554,false
"Endothelial","Endothelial",1871.2461,2053.4375,6.766162,false
"Ovsynch","Ovsynch",1626.0896,940.28925,6.765933,false
"Biorthogonal","Biorthogonal",-1588.1184,589.4857,6.765891,false
"max L. Merr","max L. Merr",2689.924,-799.6135,6.765832,false
"the Sanjiang Plain","the Sanjiang Plain",2188.5166,-1131.3038,6.7657576,false
"Quadratic","Quadratic",-1516.1462,947.6517,6.765552,false
"The eXtreme Gradient Boost","The eXtreme Gradient Boost",1773.301,-603.8505,6.7655334,false
"Breast Imaging Reporting","Breast Imaging Reporting",234.10463,3281.3313,6.7655163,false
"K-M","K-M",2819.2717,2871.3271,6.7654104,false
"Shapiro-Wilk","Shapiro-Wilk",-259.82605,298.95944,6.7652903,false
"Position-Specific Scoring Matrix","Position-Specific Scoring Matrix",848.83014,1084.4908,6.765208,false
"SONET","SONET",2183.7468,-2496.9644,6.765046,false
"Chimeras","Chimeras",2569.8308,221.25247,6.7650137,false
"CHARMM","CHARMM",2038.1198,342.06052,6.765009,false
"Shakespeare","Shakespeare",-803.359,-1483.9183,6.7648525,false
"ROR","ROR",1683.2867,2284.5051,6.764761,false
"Hybrid Power System","Hybrid Power System",-3173.565,-1119.2097,6.7647433,false
"Å","Å",706.3966,-1500.3765,6.7647095,false
"Memorial Sloan Kettering Cancer Center","Memorial Sloan Kettering Cancer Center",1144.7921,3221.8486,6.764558,false
"Support Vector Machine and Logistic Regression","Support Vector Machine and Logistic Regression",-763.0134,1153.9746,6.7645397,false
"AuthorsPredicting","AuthorsPredicting",988.08325,870.33655,6.7643614,false
"SHIELD","SHIELD",351.0842,1509.4431,6.764192,false
"Cufflinks","Cufflinks",3030.8533,1530.5177,6.764129,false
"Digital Elevation Model","Digital Elevation Model",2014.8027,-1999.6719,6.7640853,true
"Linear Models","Linear Models",1118.4276,1066.1328,6.763999,true
"Contours","Contours",-1117.7898,2176.319,6.7639866,false
"Venn","Venn",3117.528,2480.572,6.763739,false
"Adelaide","Adelaide",1678.1763,-289.72418,6.763647,false
"K2HPO4","K2HPO4",1291.4235,84.41876,6.763566,false
"D95","D95",-1022.36444,3367.688,6.763491,false
"American College of Cardiology FoundationBackground","American College of Cardiology FoundationBackground",1070.1979,2778.7412,6.763461,false
"CVI","CVI",-1290.1061,411.34473,6.7633343,false
"Hamilton Rating Scale for Depression","Hamilton Rating Scale for Depression",1055.5205,1544.1648,6.763318,false
"Birmingham","Birmingham",1186.9,1108.6965,6.763294,false
"The Bee Colony Optimization","The Bee Colony Optimization",-2739.3665,-499.2283,6.7632723,false
"the General Public License","the General Public License",1577.9865,-254.12767,6.763223,false
"Ocean Colour Monitor","Ocean Colour Monitor",2687.6301,-1655.7838,6.763196,false
"Auto-Regressive Integrated Moving Average","Auto-Regressive Integrated Moving Average",-28.724241,-686.0044,6.763193,false
"LoFreq","LoFreq",2974.936,1467.8114,6.763158,false
"Object-Based Image Analysis","Object-Based Image Analysis",1560.3853,-1231.2656,6.762905,false
"the California Current","the California Current",2965.046,-1883.4036,6.7628374,false
"Ethylene","Ethylene",-825.81903,-1029.4171,6.7627926,false
"Physical","Physical",-1487.2932,1300.896,6.762709,false
"Micro-Electro-Mechanical Systems","Micro-Electro-Mechanical Systems",-1655.7633,129.01918,6.762597,false
"Hyperledger","Hyperledger",-2452.1206,759.74384,6.76249,false
"Collaborative Learning","Collaborative Learning",-1501.882,-356.41254,6.7624784,true
"Haryana","Haryana",1632.0386,-830.21594,6.762471,false
"Agilent Technologies","Agilent Technologies",984.0122,1511.9701,6.7624674,false
"Indo-Pacific","Indo-Pacific",2525.9282,-1091.5026,6.76227,false
"TCIA","TCIA",-211.53879,2634.5354,6.7622695,false
"100ms","100ms",-1368.7607,1662.6129,6.762261,false
"ARNTL2","ARNTL2",2955.923,2717.9392,6.7621784,false
"GATA2","GATA2",2977.2559,2470.1204,6.762163,false
"Weil","Weil",-1101.7489,-2053.9678,6.762145,false
"Kern","Kern",960.5958,866.28766,6.762093,false
"Studio","Studio",75.06355,1055.9861,6.7620687,false
"Wildfire","Wildfire",2619.3765,-1784.7218,6.761953,false
"IPCA","IPCA",2428.3015,1572.1802,6.761901,false
"The BeiDou Navigation Satellite System","The BeiDou Navigation Satellite System",487.60205,-1889.5707,6.7618194,false
"LSIL","LSIL",1630.9928,2389.8394,6.7615848,false
"G/PLS","G/PLS",1745.8662,809.904,6.761421,false
"Heterogeneity","Heterogeneity",841.4788,1191.8911,6.761322,false
"BUAA","BUAA",317.9325,-1910.5883,6.761263,false
"Corsican","Corsican",2560.0488,-1186.955,6.7612524,false
"Lu et al.","Lu et al.",-2046.8932,-303.67108,6.7612476,false
"Procaccia","Procaccia",226.30696,-1393.8918,6.761157,false
"Cooper","Cooper",-233.61961,-2769.1526,6.7610855,false
"The Korea National Health and Nutrition Examination Survey","The Korea National Health and Nutrition Examination Survey",801.4879,2310.8896,6.7610474,false
"NAAQS","NAAQS",2000.4045,-1061.8391,6.760995,false
"Variant","Variant",1290.1104,111.7875,6.760976,false
"Jupyter Notebook","Jupyter Notebook",-396.439,422.18884,6.760607,false
"Improving Performance","Improving Performance",-1875.5226,887.10785,6.7603607,false
"Bangalore","Bangalore",1242.7947,-982.03625,6.760338,false
"German Aerospace Center","German Aerospace Center",1408.8705,-1182.515,6.760211,false
"SPM8","SPM8",-312.48557,2492.393,6.7600803,false
"PDO","PDO",2664.102,-1782.7878,6.7600713,false
"Pandas","Pandas",-504.07806,-2882.4297,6.7599497,false
"BIAsp","BIAsp",1614.0739,2047.68,6.7599335,false
"lipocalin","lipocalin",1141.1162,1887.8136,6.759859,false
"Apis","Apis",1532.1775,-1029.277,6.7598467,false
"Hawaiian","Hawaiian",1935.825,-1297.446,6.7596436,false
"Dendritic Cell Algorithm","Dendritic Cell Algorithm",-2109.6462,-279.45575,6.7596064,true
"Argo","Argo",2861.3247,-2072.8274,6.759428,false
"Transmembrane","Transmembrane",1691.7997,790.6424,6.759211,false
"Grammatical Evolution","Grammatical Evolution",-1811.8635,-1534.5375,6.7591915,false
"Giants","Giants",-1274.8483,-1509.0566,6.759138,false
"Agglomerative Hierarchical Clustering","Agglomerative Hierarchical Clustering",1480.8749,-412.35577,6.758938,false
"The Parkinson's Progression Markers Initiative","The Parkinson's Progression Markers Initiative",53.130997,1835.6797,6.758793,false
"Brasil","Brasil",2566.3406,-861.98883,6.7587004,false
"Ziv","Ziv",-1774.6888,151.22478,6.7586927,false
"MSNBC","MSNBC",-1731.7032,745.1058,6.758599,false
"Therapy","Therapy",856.82355,2066.2998,6.7583795,false
"SCC","SCC",1792.1292,1614.8479,6.758219,false
"Church","Church",177.73439,318.4882,6.758185,false
"DUC2002","DUC2002",-1364.8994,1370.543,6.7581553,false
"Nice","Nice",1200.5306,2689.706,6.758025,false
"NDHD","NDHD",2639.93,-2308.308,6.757803,false
"The Central Processing Unit","The Central Processing Unit",-1853.724,-1045.0663,6.7575607,false
"the European Water Framework Directive","the European Water Framework Directive",2104.3035,-809.243,6.7574234,false
"QCI","QCI",-3568.1545,506.30396,6.7574224,false
"Active Contour Model","Active Contour Model",-1120.3837,1955.5258,6.7573543,true
"Radial Basis Function Network","Radial Basis Function Network",-1772.3242,-283.7281,6.757294,false
"FSL-FIRST","FSL-FIRST",-296.72098,2532.9446,6.757291,false
"Cray XC40","Cray XC40",-1196.028,-1588.3796,6.757134,false
"PTF","PTF",472.02542,-3141.4868,6.7571096,false
"Gastric","Gastric",977.57336,2473.0845,6.7569733,false
"P<.0001","P<.0001",1017.0267,2302.5554,6.7569366,false
"DIARETDB0","DIARETDB0",-1472.2742,2574.3704,6.7569356,false
"Slime","Slime",-2801.6277,-637.9109,6.7567744,false
"Harris Hawk","Harris Hawk",-2782.2932,-329.84384,6.7567477,false
"Sabah","Sabah",1602.1718,-1287.7478,6.756693,false
"UBR","UBR",1503.612,-411.775,6.756687,false
"Acute Kidney Injury Network","Acute Kidney Injury Network",1373.4812,2251.194,6.7566395,false
"Köppen","Köppen",2407.7876,-2013.5682,6.7565455,false
"WESTDC","WESTDC",2590.756,-2615.0706,6.7562103,false
"GL-1","GL-1",979.6498,-514.9024,6.756199,false
"Density Based Spatial Clustering of Applications","Density Based Spatial Clustering of Applications",-1961.0155,1499.793,6.7560453,false
"Guangdong","Guangdong",2606.0483,-1864.6398,6.7560396,false
"≥ 5%","≥ 5%",1227.3986,2935.019,6.756033,false
"the Association for Molecular Pathology","the Association for Molecular Pathology",2656.74,2169.9517,6.7559214,false
"IADL","IADL",35.840645,1944.6487,6.7558813,false
"TSC1","TSC1",2709.1199,2693.7039,6.755871,false
"BFAST","BFAST",2718.8289,-1349.1906,6.755821,false
"Health Research and Educational TrustObjective","Health Research and Educational TrustObjective",1670.4232,1663.0514,6.7557716,false
"Mahanadi","Mahanadi",869.0285,-1399.4888,6.75568,false
"MABEL","MABEL",2577.0027,-2228.7031,6.7556486,false
"Dakota","Dakota",154.51416,-1278.5343,6.7555723,false
"CMIP","CMIP",2688.667,-2242.314,6.755415,false
"Björklund","Björklund",-1270.7695,-2262.5303,6.755316,false
"RZWQM","RZWQM",2078.644,-1291.4397,6.755309,false
"Keck","Keck",655.4891,-2776.401,6.7552814,false
"Western","Western",3510.5767,1775.333,6.7552643,false
"European Aerosol Research Lidar Network","European Aerosol Research Lidar Network",2654.56,-2193.6216,6.755174,false
"CKD-EPI","CKD-EPI",1678.858,1969.6823,6.7551613,false
"FUT","FUT",-368.08673,-796.09625,6.7550163,false
"Crowe","Crowe",1052.891,1629.8896,6.7549515,false
"Zero-Forcing","Zero-Forcing",-3342.88,219.90627,6.754818,false
"Nova Scotia","Nova Scotia",1580.1268,-274.45428,6.7548018,false
"BRWMDA","BRWMDA",-254.88156,1355.2833,6.754682,false
"Lehman Brothers","Lehman Brothers",44.193657,-353.08542,6.754501,false
"the Square Kilometer Array","the Square Kilometer Array",512.8112,-2053.7036,6.7544785,false
"Runge Kutta","Runge Kutta",-1274.1992,-3066.4675,6.7544403,false
"NLDN","NLDN",2137.398,-2477.813,6.754382,false
"the Behavioral Risk Factor Surveillance System","the Behavioral Risk Factor Surveillance System",1645.239,632.3274,6.753745,false
"The American College of Cardiology Foundation","The American College of Cardiology Foundation",473.85825,2049.418,6.753599,false
"Meghalaya","Meghalaya",2364.3013,-826.5009,6.7535815,false
"the Infectious Diseases Society of America","the Infectious Diseases Society of America",2566.568,1128.021,6.753518,false
"Mean Average Error","Mean Average Error",1221.686,-887.9765,6.7535095,false
"Transmission Network Expansion Planning","Transmission Network Expansion Planning",-2404.8357,-787.4856,6.7534103,false
"Bata","Bata",-2348.1116,-1430.8629,6.7532787,false
"EGNOS","EGNOS",681.4505,-2198.5334,6.75326,false
"Illumina RNA-Seq","Illumina RNA-Seq",2561.08,1565.1174,6.7531796,false
"Hs-CRP","Hs-CRP",1793.2355,2413.588,6.753105,false
"⊂","⊂",-1041.719,-2272.196,6.7530117,false
"Computational Modeling","Computational Modeling",753.79297,-712.5942,6.7529955,true
"Introductory","Introductory",-1391.7173,-2501.7375,6.752919,false
"Illumina Infinium","Illumina Infinium",2309.0818,2321.8374,6.7528524,false
"COVID-19  ©","COVID-19  ©",975.9271,1908.9601,6.752852,false
"Hexi","Hexi",2426.9792,-1732.0524,6.7528305,false
"Dresden","Dresden",702.56,1122.9033,6.7527623,false
"Morel","Morel",-1015.0885,-2324.507,6.752692,false
"Selectivity","Selectivity",1130.4169,-155.04422,6.7526836,false
"TIV","TIV",652.99554,1316.7216,6.7526274,false
"MMPD","MMPD",1112.3326,-1854.6458,6.7525635,false
"School of Pharmacy Shaheed Beheshti University of Medical Sciences and Health Services","School of Pharmacy Shaheed Beheshti University of Medical Sciences and Health Services",1856.3464,732.99664,6.7525253,false
"the Beth Israel Deaconess Medical Center","the Beth Israel Deaconess Medical Center",731.00305,2289.8284,6.7523575,false
"Diamond","Diamond",438.0026,856.0173,6.7523336,false
"YUKUN","YUKUN",-2286.7786,454.39102,6.7523293,false
"NT2","NT2",2522.6558,-2782.419,6.752328,false
"LVESV","LVESV",74.72244,3123.3274,6.7523174,false
"the Geriatric Depression Scale","the Geriatric Depression Scale",291.84088,2075.2668,6.7522764,false
"GA-RBFNN","GA-RBFNN",-1050.9008,-104.50492,6.752097,false
"Classification and Regression Tree","Classification and Regression Tree",935.38544,685.905,6.751981,false
"Nash Sutcliffe","Nash Sutcliffe",1403.8456,-1387.8154,6.751939,false
"The United Nations","The United Nations",1856.9924,-801.99115,6.7516737,false
"TBCC","TBCC",-3201.9026,692.11926,6.7516384,false
"Arrival","Arrival",-2814.0327,-107.06296,6.7515965,false
"NUF2","NUF2",3243.897,2744.3528,6.751579,false
"Veterans Health Administration","Veterans Health Administration",681.0402,2389.5063,6.751482,false
"Bahia","Bahia",2832.1826,-807.55054,6.751456,false
"Heihe River","Heihe River",2112.1975,-2155.4382,6.7514315,false
"King","King",609.71674,-1588.7987,6.751315,false
"The Empirical Mode Decomposition","The Empirical Mode Decomposition",-1164.4071,427.00732,6.751211,false
"Secchi","Secchi",3298.4895,-1826.9314,6.751116,false
"MO-VNS","MO-VNS",-2454.2644,-1190.2911,6.751096,false
"H-","H-",690.0615,820.6471,6.7510033,false
"Aegypti","Aegypti",2701.4758,-457.0551,6.750886,false
"Mobility","Mobility",-3028.4526,657.13306,6.750858,false
"LDL","LDL",1554.1368,1960.1321,6.7508545,false
"Conn","Conn",-950.1572,-1877.4594,6.750813,false
"GastroPanel","GastroPanel",1428.3369,2578.153,6.750769,false
"Rayleigh–Bénard","Rayleigh–Bénard",-1250.0034,-2892.0862,6.7507668,false
"John Wiley & Sons LtdBackground","John Wiley & Sons LtdBackground",932.9892,2130.206,6.7507334,false
"K ≥ 2","K ≥ 2",-1364.5958,-2333.6245,6.750726,false
"Rogers","Rogers",-867.3201,-510.2423,6.750682,false
"The Aral Sea","The Aral Sea",2561.848,-1477.201,6.75064,false
"Hossain","Hossain",315.21152,-1120.995,6.75062,false
"AISC","AISC",-2490.7825,-1247.9218,6.750581,false
"Commonwealth","Commonwealth",1125.9117,1029.9691,6.7505093,false
"The Child Behavior Checklist","The Child Behavior Checklist",559.01215,2253.6038,6.7504845,false
"EFDC","EFDC",1912.5267,-1895.0289,6.7504034,false
"Complex Evolution","Complex Evolution",1399.3204,-1774.1573,6.750362,false
"Horspool","Horspool",-2079.243,755.6174,6.750336,false
"ANC-1","ANC-1",2224.5142,-138.97118,6.7500505,false
"GPM DPR","GPM DPR",2560.128,-2725.9026,6.7499394,false
"Disk","Disk",-1310.4384,337.91953,6.749936,false
"Assess","Assess",393.26855,818.4569,6.7499228,false
"Karnofsky","Karnofsky",1227.401,3249.6428,6.7498493,false
"Laryngoscope","Laryngoscope",742.99927,2355.1355,6.749751,false
"GlobSnow","GlobSnow",2643.2134,-2647.7285,6.749552,false
"Interquartile","Interquartile",349.56824,2144.1897,6.74951,false
"Fields","Fields",-930.9313,1817.792,6.749427,false
"LESSONS","LESSONS",1905.8958,1629.49,6.7494154,false
"Nonstationary","Nonstationary",-1134.0391,-1311.917,6.749406,false
"The Distributed Generation (DG","The Distributed Generation (DG",-2925.8127,-1008.3041,6.74938,false
"Lys","Lys",2552.7979,1067.538,6.749346,false
"Hologic","Hologic",822.84845,2679.1814,6.749324,false
"RORγt","RORγt",2613.1367,2443.8037,6.749296,false
"Search-Based Software Engineering","Search-Based Software Engineering",-2548.5823,-1032.5566,6.7491846,false
"Duong","Duong",426.3627,-647.4055,6.7491417,false
"CCRD","CCRD",774.84814,-431.72256,6.749029,false
"The Census Bureau","The Census Bureau",1229.8431,1203.5747,6.7489853,false
"STA","STA",-831.3474,-448.41605,6.74895,false
"Marciniak","Marciniak",-661.1486,-2596.9133,6.748948,false
"Anthracnose","Anthracnose",2350.1987,-92.51762,6.748715,false
"Tamarix","Tamarix",2333.0269,-1594.902,6.7486506,false
"Citation-KNN","Citation-KNN",-344.02478,830.32196,6.748628,false
"Basal","Basal",2371.4858,2057.2913,6.748563,false
"Model 2","Model 2",1223.1389,2208.6538,6.74856,true
"Asthma","Asthma",1349.0446,1804.6234,6.748505,false
"Optum","Optum",980.2795,2729.8875,6.7484756,false
"The Domain Name System","The Domain Name System",-1932.6691,-1311.089,6.748435,false
"Hybrid Genetic","Hybrid Genetic",-2399.4749,633.00775,6.7483864,false
"Advanced Virgo","Advanced Virgo",254.51218,-3426.4094,6.7483616,false
"QR","QR",-608.99005,-2433.774,6.7482896,false
"Kalaba","Kalaba",-2335.536,-2042.5819,6.748094,false
"Krebs","Krebs",2866.017,1636.5435,6.7480693,false
"Bayes Net","Bayes Net",-746.1704,1202.9573,6.747959,false
"The Association of University","The Association of University",-72.48846,3434.1157,6.747719,false
"PFC","PFC",-1212.9379,-70.76268,6.747669,false
"Sierra Leone","Sierra Leone",2767.5344,-132.62024,6.7474823,false
"ANFIS-FCM","ANFIS-FCM",1442.0651,-1080.2539,6.7474327,false
"Metronidazole","Metronidazole",1630.6129,274.4816,6.747356,false
"History","History",401.25494,1280.5286,6.747201,false
"Histogram of Oriented Gradients","Histogram of Oriented Gradients",-1894.4363,1842.1936,6.7471623,false
"Anti-Toxoplasma","Anti-Toxoplasma",3193.0017,470.66263,6.747106,false
"RVEA","RVEA",-2248.005,-1166.8018,6.74704,false
"HSPA7","HSPA7",2639.3638,2130.0059,6.7469673,false
"Harmonic Mean","Harmonic Mean",-278.94827,309.1632,6.746717,false
"SBMAC - Sociedade","SBMAC - Sociedade",-1261.827,-2671.6492,6.7465935,false
"SQM","SQM",-210.0325,46.51637,6.746523,false
"OpenCL","OpenCL",-1741.4935,-1126.8671,6.7464542,false
"EDGE DOMINATING SET","EDGE DOMINATING SET",-1409.7075,-2241.9485,6.7464056,false
"Blake","Blake",-2549.3408,136.72324,6.7463503,false
"Functional Independence Measure","Functional Independence Measure",449.95062,2389.0872,6.7462673,false
"Merlin","Merlin",1753.8998,847.0729,6.7462425,false
"Telescope","Telescope",385.03546,-2788.4514,6.745985,false
"Artificial Neural Network Modeling","Artificial Neural Network Modeling",479.30994,-776.32635,6.7459364,true
"Ansari","Ansari",706.5913,-869.74585,6.7458434,false
"Operational Expenditure (OPEX","Operational Expenditure (OPEX",-3290.336,360.63867,6.745581,false
"District","District",1077.7878,-834.39886,6.7455063,false
"Deadline","Deadline",-2610.6155,286.52893,6.745386,false
"Minimal","Minimal",-394.08768,-151.74567,6.745364,false
"Digital Signal Processor","Digital Signal Processor",-3059.1665,-428.87927,6.745347,false
"Severe Acute Respiratory Syndrome Coronavirus","Severe Acute Respiratory Syndrome Coronavirus",1812.0782,1330.0911,6.7453156,false
"Topology","Topology",-1496.5336,479.9269,6.745283,false
"MANEC","MANEC",-493.66306,-1176.6763,6.745195,false
"Cheng","Cheng",437.22272,-169.2171,6.7451916,false
"Lower Bounds","Lower Bounds",-1603.9407,-1915.6461,6.7450924,false
"Distance","Distance",-1998.2251,392.94446,6.744973,false
"Camelyon16","Camelyon16",692.0614,3018.4006,6.7449465,false
"Interior Point Algorithm","Interior Point Algorithm",-1262.3789,-3061.2766,6.7447577,true
"Acetaminophen","Acetaminophen",1969.4835,1985.6643,6.744757,false
"Howard","Howard",-787.9305,-1694.3994,6.744714,false
"Artificial Immune Recognition System","Artificial Immune Recognition System",-1429.6534,-49.778294,6.74471,false
"Quality of Services","Quality of Services",-3331.9229,589.744,6.7446823,false
"Winter","Winter",1322.5316,-2295.6113,6.7444105,false
"RStudio","RStudio",-127.95067,409.97147,6.744255,false
"Bodymedia","Bodymedia",649.7334,1986.8055,6.7441826,false
"HLA-A*0201","HLA-A*0201",1732.7875,2029.7896,6.7440495,false
"Atherosclerotic","Atherosclerotic",-757.80524,1608.6,6.7438297,false
"neutron energy","neutron energy",-307.4437,21.477577,6.743789,false
"Keff","Keff",-2030.3005,-1813.8412,6.7437096,false
"Reunion Island","Reunion Island",2111.956,-1643.0359,6.7436733,false
"Variational Monte Carlo","Variational Monte Carlo",-883.0413,-2973.8206,6.7436237,false
"The Alcohol Use Disorder","The Alcohol Use Disorder",1040.4078,1854.6951,6.743601,false
"Central China","Central China",2030.5664,-647.65967,6.743471,false
"Boost","Boost",-2499.1626,-1598.561,6.743344,false
"ArThritis","ArThritis",2242.1692,1966.3956,6.7431116,false
"Deep Learning Algorithm","Deep Learning Algorithm",429.74594,74.09416,6.7430687,true
"ENHANCED GENETIC ALGORITHM","ENHANCED GENETIC ALGORITHM",-2986.8645,-1003.7594,6.743026,true
"OPB","OPB",1489.5254,-795.40186,6.743002,false
"Genetic Algorithm(GA","Genetic Algorithm(GA",-2967.8784,-219.83456,6.742999,true
"the Demand Side Management","the Demand Side Management",-2665.7627,-926.59753,6.7429943,false
"Buchberger’s","Buchberger’s",-751.64716,-2049.9316,6.7428155,false
"Cascaded H-Bridge","Cascaded H-Bridge",-3084.1375,-1369.4866,6.7427845,false
"Confab","Confab",1440.8762,797.082,6.742587,false
"FHIR RDF","FHIR RDF",-1108.4117,891.6883,6.7424846,false
"Multi-Radar Multi-Sensor","Multi-Radar Multi-Sensor",2512.0786,-2606.4487,6.7424555,false
"Mahanadi River","Mahanadi River",864.15826,-1385.4344,6.7424164,false
"ARMD","ARMD",-694.38385,2568.933,6.742367,false
"Mode II","Mode II",-357.35403,1693.3774,6.742323,false
"New York City's","New York City's",1946.9938,-605.2801,6.742218,false
"Deep Boltzmann Machines","Deep Boltzmann Machines",-1649.658,1024.4034,6.7422,false
"SaTScan","SaTScan",1782.8105,-27.051596,6.742161,false
"Envisat","Envisat",2503.239,-2887.2324,6.7421436,false
"FRACTIONAL ORDER","FRACTIONAL ORDER",-3361.4727,-1275.1415,6.742137,false
"Philips Medical Systems","Philips Medical Systems",-630.7218,2999.8318,6.7421308,false
"HRTEM","HRTEM",843.1153,-943.9721,6.7421274,false
"MiR-449a","MiR-449a",3075.268,2266.8748,6.7420845,false
"GIGI-Pick","GIGI-Pick",1756.7439,1137.5056,6.742083,false
"Zimmermann","Zimmermann",298.5401,-49.9639,6.7420588,false
"FOLFIRI","FOLFIRI",1730.4369,3017.3086,6.742054,false
"M200","M200",497.0098,-3091.6719,6.74205,false
"Information Criterion","Information Criterion",1314.8733,399.3307,6.7420154,false
"Extra-Trees","Extra-Trees",437.07846,-198.6316,6.7419276,false
"RS232","RS232",-2577.5027,81.68413,6.741844,false
"Philips","Philips",-309.60498,3081.583,6.74183,false
"Paleozoic","Paleozoic",1471.5646,-1467.5382,6.7417107,false
"the Mississippi River","the Mississippi River",1930.6514,-1498.4537,6.7416763,false
"Orinoco","Orinoco",2322.8196,-830.65906,6.741554,false
"the Evolutionary Programming (EP","the Evolutionary Programming (EP",-2904.5317,-806.6807,6.7414875,true
"Icelandic","Icelandic",2401.4854,-898.7783,6.74146,false
"The American Society for Transplantation","The American Society for Transplantation",2617.8179,3164.4832,6.7414465,false
"Dean","Dean",-584.8182,-1512.384,6.7414246,false
"EMEA","EMEA",1653.2229,2691.7637,6.741419,false
"Cardiac Troponin","Cardiac Troponin",1099.6813,2868.1384,6.7412786,false
"Southeastern United States","Southeastern United States",2021.0028,-1659.2852,6.7412653,false
"BLAS","BLAS",-647.4601,-3233.445,6.741253,false
"ANFIS-FA","ANFIS-FA",808.7697,-266.54453,6.741252,false
"Evolutionary Neural Network","Evolutionary Neural Network",-649.97705,-165.3646,6.7412214,true
"HT-1080","HT-1080",2810.9355,1430.6068,6.7410846,false
"Aarhus","Aarhus",1113.1503,1236.7638,6.7410808,false
"Apron","Apron",1165.5623,-1890.4353,6.741065,false
"Anomaly Detection","Anomaly Detection",-1537.5844,1012.521,6.740996,false
"MOTSP","MOTSP",-2099.6282,-1192.2662,6.7409663,false
"SVMRadial","SVMRadial",949.6639,659.829,6.740926,false
"Thermal Exchange Optimization","Thermal Exchange Optimization",-3104.0632,-1449.2816,6.740782,false
"Hebei","Hebei",3205.8408,-1528.4447,6.7405605,false
"OrthoMCL","OrthoMCL",2919.718,1025.084,6.740505,false
"Ratio","Ratio",-2437.3467,1180.1638,6.740467,false
"Multi Objective Genetic Algorithm","Multi Objective Genetic Algorithm",-1477.6493,-1410.6378,6.74041,true
"Corynebacterium","Corynebacterium",2941.1848,545.7086,6.740407,false
"Argentinean","Argentinean",2360.8533,40.00808,6.740344,false
"IRAK1","IRAK1",3040.8157,2665.9517,6.7402387,false
"Gabor Filter","Gabor Filter",-1697.9913,1340.0883,6.740158,false
"SPSO2011","SPSO2011",-3296.9463,-950.8138,6.740158,false
"Caucasians","Caucasians",2120.963,2120.0352,6.7395573,false
"Leuven","Leuven",381.07794,1687.0598,6.7395163,false
"Lepr","Lepr",2375.631,2440.601,6.7395124,false
"HWT","HWT",812.625,-1154.726,6.7394395,false
"Matsushita","Matsushita",961.8475,-156.49588,6.7394257,false
"Organ","Organ",-901.5014,3187.817,6.7393913,false
"Parity","Parity",-1715.0487,-1724.0221,6.7388783,false
"DGU","DGU",-448.37766,61.183765,6.738867,false
"Eastern European","Eastern European",2755.7234,-703.5042,6.7388444,false
"Conf","Conf",-828.9072,-1542.9854,6.7388177,false
"the Terrestrial Ecosystem Model","the Terrestrial Ecosystem Model",2718.8677,-1310.5708,6.738788,true
"Protein-Protein Interaction","Protein-Protein Interaction",1939.8932,1678.2726,6.7386923,false
"The Group Method","The Group Method",129.04144,-975.67413,6.738533,false
"Organizational","Organizational",-136.48317,-834.1012,6.7385197,false
"Mode 3","Mode 3",-1749.6128,-168.61069,6.7384605,false
"Intelligent Control","Intelligent Control",-3105.9023,-1334.5608,6.7384567,true
"Mesoamerican","Mesoamerican",2953.1143,-780.6138,6.7384124,false
"Hunt","Hunt",-285.1076,706.6308,6.7384014,false
"γR(G","γR(G",-1175.1285,-2238.9226,6.7383366,false
"the Cancer Genome Project","the Cancer Genome Project",2722.187,2679.23,6.738332,false
"Roos","Roos",-1236.8243,-1962.8993,6.7382917,false
"The International Federation of Gynecology and Obstetrics (FIGO","The International Federation of Gynecology and Obstetrics (FIGO",1321.6003,2526.1812,6.7382054,false
"Pearl River","Pearl River",2906.973,-1871.3762,6.738146,false
"Interior Search Algorithm","Interior Search Algorithm",-2894.5674,-1048.6061,6.7381315,true
"Array","Array",-752.9164,-483.97867,6.738108,false
"Federation of European Biochemical Societies","Federation of European Biochemical Societies",3341.5862,1017.36285,6.738089,false
"Meta Heuristic","Meta Heuristic",-2948.0793,-350.42685,6.73806,false
"Stand","Stand",-2443.4102,-1231.0635,6.7380447,false
"Agulhas","Agulhas",2937.242,-1906.1783,6.7379704,false
"Anatomy","Anatomy",-230.92328,2454.4702,6.7379565,false
"The Proportional Fair (PF","The Proportional Fair (PF",-3600.223,528.2105,6.737955,false
"Ainsworth","Ainsworth",1792.1847,-1931.0248,6.73772,false
"Ion Proton","Ion Proton",2923.7095,1268.8011,6.737656,false
"Ultracam","Ultracam",1777.2091,-947.82196,6.737612,false
"Spectro","Spectro",779.86743,-2603.6199,6.7375717,false
"Pulmonary Hypertension","Pulmonary Hypertension",1207.7833,2497.6946,6.737505,false
"Murray","Murray",887.12415,-2136.1624,6.737502,false
"Individualized","Individualized",619.7862,2256.1106,6.7374163,false
"Rough Set Theory","Rough Set Theory",-1286.8224,570.00525,6.7373886,false
"TRMM-3B42","TRMM-3B42",2384.095,-2417.375,6.7372494,false
"OHP","OHP",2059.43,-2479.6094,6.7372,false
"Compact Genetic Algorithm","Compact Genetic Algorithm",-1652.4094,-92.15953,6.7371836,true
